Aug 01 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 14:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.2.1 state changed from Full to Down
Aug 10 14:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.2.1 state changed from Down to Full
Aug 10 14:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Full to Down
Aug 10 14:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Down to Full
Aug 10 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 10 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 10 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 10 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 10 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 10:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.2.1 state changed from Full to Down
Aug 11 10:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.2.1 state changed from Down to Full
Aug 11 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 13:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.1.1 state changed from Full to Down
Aug 11 13:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.1.1 state changed from Down to Full
Aug 11 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 11 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 11 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 11 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 11 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 06:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 07:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 08:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 09:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 10:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 10:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Full to Down
Aug 12 10:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.4.1 state changed from Down to Full
Aug 12 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 11:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 12:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 13:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 14:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 14:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.1.1 state changed from Full to Down
Aug 12 14:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.1.1 state changed from Down to Full
Aug 12 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 15:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 15:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Full to Down
Aug 12 15:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Down to Full
Aug 12 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 16:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 17:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 18:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 18:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Full to Down
Aug 12 18:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Down to Full
Aug 12 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 19:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 20:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 21:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 22:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 12 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 12 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 12 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 12 23:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 00:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 01:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 01:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Full to Down
Aug 13 01:00:00 Router: %OSPF-5-ADJCHG: Process 1, Nbr 10.0.3.1 state changed from Down to Full
Aug 13 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 02:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 03:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 04:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
Aug 13 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/0, changed state to up
Aug 13 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/1, changed state to up
Aug 13 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/2, changed state to up
Aug 13 05:00:00 Router: %LINK-3-UPDOWN: Interface Gig0/3, changed state to up
